CountryName,Province,Status,CityName,Latitude,Longitude
Suriname,Commewijne,Provincial capital,Nieuw Amsterdam,5.91100199158387,-55.0729975361265
Suriname,Paramaribo,National capital and provincial capital enclave,Paramaribo,5.82599700745703,-55.1699995890949
Suriname,Saramacca,Provincial capital,Groningen,5.79699897488685,-55.4810034553132
Suriname,Marowijne,Provincial capital,Albina,5.49600306392634,-54.0739975080423
Suriname,Brokopondo,Provincial capital,Brokopondo,5.06670303844013,-54.9666984457002
French Guiana,Cayenne,National capital,Cayenne,4.93499707633212,-52.3299955071686
Brazil,Amapa,Provincial capital,Macapa,0.0360001295125514,-51.0479995567032
Greenland,Nordgronland,Provincial capital,Thule,77.4829981901755,-69.3449995313886
Canada,Ontario,Other,Moosonee,51.3299970954953,-80.7299995890587
Canada,Newfoundland and Labrador,Provincial capital,Saint John's,47.5650000911045,-52.7339965563189
Canada,Quebec,Provincial capital,Quebec,46.8019981297357,-71.244998509738
St. Pierre & Miquelon,St. Pierre & Miquelon,National and provincial capital,Saint-Pierre,46.785996025374,-56.1940015503467
Canada,Quebec,Other,Montreal,45.5410171146366,-73.6535335718568
Canada,Ontario,National capital,Ottawa,45.3740040554512,-75.6510025909628
Greenland,Vestgronland,Other,Godhavn,69.2440021857629,-53.5529965331267
Canada,Nunavut,Provincial capital,Iqaluit,63.7553520441364,-68.5414615202788
Canada,New Brunswick,Other,Canaport,45.2424781395644,-65.9673714754958
Greenland,Vestgronland,National and provincial capital,Nuuk,64.2711871156625,-51.5799985756096
Canada,Quebec,Other,Sept-Iles,50.282541135224,-66.4025484876551
Canada,Prince Edward Island,Provincial capital,Charlottetown,46.2406050758626,-63.1394455494041
Canada,New Brunswick,Provincial capital,Fredericton,45.9450001260681,-66.6569964930192
Canada,Quebec,Other,Schefferville,54.801000133514,-66.8109955862773
Canada,New Brunswick,Other,Saint John,45.2639971381567,-66.0680005993067
Canada,Newfoundland and Labrador,Other,Goose Bay,53.2950930428016,-60.2815584758456
France,Basse-Normandie,Other,Cherbourg,49.6500030156173,-1.6333015491069
France,Bretagne,Other,Brest,48.3832980862299,-4.49999946913252
Greenland,Ostgronland,Other,Scoresbyund,70.5285720690636,-22.996322525529
Greenland,Ostgronland,Other,Angmagssalik,65.6330310829829,-37.7077675362011
Guernsey,Guernsey,National and provincial capital,St. Peter Port,49.4499961554265,-2.53330147452144
Jersey,Jersey,National and provincial capital,St. Helier,49.1832990496078,-2.0999964135151
France,Basse-Normandie,Provincial capital,Caen,49.1750010370006,-0.336995399211531
France,Bretagne,Provincial capital,Rennes,48.1190041341103,-1.67699651641857
France,Pays de la Loire,Provincial capital,Nantes,47.2190040432121,-1.56200341098852
United Kingdom,Scotland,Other,Dundee,56.4667020516809,-2.96669639315473
Faroe Is.,Faeroe Islands,National and provincial capital,Torshavn,62.0209980715619,-6.76999740369126
Iceland,Reykjavik,National and provincial capital,Reykjavik,64.1349990286449,-21.8950014687022
United Kingdom,England,Other,Southampton,50.9000040244443,-1.40000351377506
United Kingdom,England,Other,Fawley,50.8167000468505,-1.3332953959121
United Kingdom,Northern Ireland,Provincial capital,Belfast,54.5869981547803,-5.91000249095538
United Kingdom,England,Other,Sheffield,53.3740411595178,-1.46299453768492
Ireland,Leinster,National and provincial capital,Dublin,53.3415600268886,-6.25734855453953
Ireland,Connacht,Provincial capital,Galway,53.271000111374,-9.06499743690128
United Kingdom,England,Other,Birmingham,52.4927521404825,-1.86334154215626
Ireland,Munster,Provincial capital,Cork,51.8979960915603,-8.49099552109854
United Kingdom,England,National and provincial capital,London,51.4879110356793,-0.178001512667606
United Kingdom,Scotland,Other,Hunterston,55.7367481699578,-4.85677743935685
United Kingdom,England,Other,Teesport,54.6000031845901,-1.16669654232564
United Kingdom,Scotland,Provincial capital,Edinburgh,55.9240020319518,-3.24999846030551
United Kingdom,Scotland,Other,Glasgow,55.8628111392868,-4.2699414383643
Isle of Man,Isle of Man,National and provincial capital,Douglas,54.1519290379669,-4.47918245222257
United Kingdom,England,Other,Leeds,53.8087051723335,-1.4975275022046
United Kingdom,England,Other,Manchester,53.4796650766145,-2.26178052003695
United Kingdom,Wales,Provincial capital,Cardiff,51.4833390531427,-3.21666243909289
United Kingdom,England,Other,Liverpool,53.4230011549308,-2.97099847184313
Portugal,Azores,Provincial capital,Ponta Delgada,37.7462970759012,-25.6922095363903
Spain,Asturias,Provincial capital,Oviedo,43.3690020546944,-5.84700253092794
Spain,Galicia,Provincial capital,Santiago De Compostela,42.8799960214173,-8.5409995529175
Portugal,Viana do Castelo,Provincial capital,Viana Do Castelo,41.696235142665,-8.84413748436276
Portugal,Porto,Provincial capital,Porto,41.166000014082,-8.58500049951502
Portugal,Aveiro,Provincial capital,Aveiro,40.6410031052476,-8.65099753409439
Portugal,Leiria,Provincial capital,Leiria,39.7389960285305,-8.80499646186883
Cape Verde,Cape Verde,National capital,Praia,14.9229991419891,-23.5209954173587
Spain,Canarias,Provincial capital,Santa Cruz de Tenerife,28.4667030850222,-16.2500035242425
Spain,Canarias,Other,Las Palmas,28.1500021128683,-15.416702449606
Spain,Aragon,Provincial capital,Zaragoza,41.651001011839,-0.878003514008896
Spain,Valenciana,Provincial capital,Valencia,39.4710030201767,-0.367001392749955
Portugal,Madeira,Provincial capital,Funchal,32.6451600190399,-16.8219355704359
Western Sahara,Saguia el Hamra,Other,Laayoune,27.0000000660779,-13.1799955247046
Mauritania,Tiris Zemmour,Provincial capital,Fderik,22.6790011344636,-12.7070005319067
Portugal,Braganca,Provincial capital,Braganca,41.8079970141654,-6.75500342578147
Portugal,Braga,Provincial capital,Braga,41.5449991300647,-8.42699653622046
Portugal,Vila Real,Provincial capital,Vila Real,41.2939981493219,-7.73700249013703
Portugal,Viseu,Provincial capital,Viseu,40.656996108008,-7.91000043134139
Portugal,Guarda,Provincial capital,Guarda,40.541004143211,-7.26200051152028
Portugal,Coimbra,Provincial capital,Coimbra,40.2129991477803,-8.41599849222956
Portugal,Castelo Branco,Provincial capital,Castelo Branco,39.8109961483313,-7.48799955909547
Morocco,North-West,National and provincial capital,Rabat,34.0149960196817,-6.83299752920237
Portugal,Portalegre,Provincial capital,Portalegre,39.2900041095333,-7.42300154936677
Portugal,Santarem,Provincial capital,Santarem,39.2310000834247,-8.68200255248343
Spain,Extremadura,Provincial capital,Merida,38.9120040184013,-6.33799751230509
Portugal,Lisboa,National and provincial capital,Lisbon,38.7299971467897,-9.12999544663001
Portugal,Evora,Provincial capital,Evora,38.5599961146536,-7.9059955613049
Portugal,Setubal,Provincial capital,Setubal,38.5209990629432,-8.88200047655667
Portugal,Beja,Provincial capital,Beja,38.014002142688,-7.86300241019194
Spain,Andalucia,Provincial capital,Seville,37.3730041674553,-5.97099546516398
Portugal,Faro,Provincial capital,Faro,37.0189980485227,-7.92800041992066
France,Aquitaine,Provincial capital,Bordeaux,44.8409970755765,-0.599003525546522
Spain,Cantabria,Provincial capital,Santander,43.4626110307144,-3.80053744097123
Spain,Navarra,Provincial capital,Pamplona,42.813000127471,-1.65300254421916
Spain,La Rioja,Provincial capital,Logrono,42.4659961186104,-2.44600139752507
Spain,Castilla y Leon,Provincial capital,Valladolid,41.6500021524721,-4.72100355793822
Spain,Madrid,National and provincial capital,Madrid,40.4422201622002,-3.69097153762851
Spain,Castilla-La Mancha,Provincial capital,Toledo,39.8590021304489,-4.02800350118528
Spain,Pais Vasco,Other,Bilbao,43.2821520932511,-2.97377942473611
Spain,Pais Vasco,Provincial capital,Vitoria,42.8501611379825,-2.6747813979932
Spain,Melilla,Provincial capital,Melilla,35.3164861106854,-2.96595850151834
Spain,Murcia,Provincial capital,Murcia,37.9800000497471,-1.13399945352123
Gibraltar,Gibraltar,National and provincial capital,Gibraltar,36.1289971422484,-5.35200251403066
Morocco,Centre-North,Provincial capital,Fes,34.0440031538532,-4.99599851088044
Morocco,Centre-South,Provincial capital,Meknes,33.9039990136542,-5.55699539687342
Spain,Ceuta,Provincial capital,Ceuta,35.883297099561,-5.31669541695322
Algeria,Oran,Other,Oran,35.7499980262658,-0.52000146115742
Algeria,Sidi bel Abbes,Provincial capital,Sidi-Bel-Abbes,35.1970021097118,-0.638999436623948
Algeria,Tlemcen,Provincial capital,Tlemcen,34.8830010034579,-1.31399950479758
Morocco,Eastern,Provincial capital,Oujda,34.6889970630048,-1.91199539279972
Morocco,Centre,Provincial capital,Casablanca,33.605001152395,-7.63199946772966
Morocco,Tensift,Provincial capital,Marrakech,31.6310040045436,-8.01199744307928
Algeria,Bechar,Provincial capital,Bechar,31.6080001210772,-2.22000251543352
Morocco,South,Provincial capital,Agadir,30.4180019977258,-9.61100051046813
Algeria,Adrar,Provincial capital,Adrar,27.8679961137364,-0.289997543545752
Algeria,Tindouf,Other,Tindouf,27.7000020674192,-8.16000255271723
Mauritania,Assaba,Provincial capital,Kiffa,16.6169971110439,-11.4039984167088
Mauritania,Gorgol,Provincial capital,Kaedi,16.152003087685,-13.4970024761444
Mauritania,Guidimaka,Provincial capital,Selibabi,15.1610040290398,-12.1760005378509
Mali,Kayes,Provincial capital,Kayes,14.4489960227394,-11.4290005153601
Guinea-Bissau,Tombali,Provincial capital,Catio,11.2167000189373,-15.1667004937138
Guinea,Boke,Provincial capital,Boke,10.9389960984939,-14.2970034395223
Sierra Leone,Southern,Provincial capital,Bo,7.96799713774325,-11.7340014618408
Liberia,Grand Cape Mount,Provincial capital,Robertsport,6.75000000667223,-11.3667025370151
Guinea,Telimele,Provincial capital,Telimele,10.9050031071542,-13.0429975606588
Guinea,Fria,Provincial capital,Fria,10.3779990470173,-13.5520014667328
Guinea,Boffa,Provincial capital,Boffa,10.1850030675324,-14.04299644811
Guinea,Kindia,Provincial capital,Kindia,10.0549981119574,-12.8660035200519
Guinea,Conakry,National and provincial capital,Conakry,9.54999907591981,-13.67199846705
Guinea,Forecariah,Provincial capital,Forecariah,9.43000207560264,-13.0979965512472
Sierra Leone,Northern,Provincial capital,Makeni,8.88100209296755,-12.0439975325746
Sierra Leone,Western Area,National and provincial capital,Freetown,8.4860010381069,-13.2389995508132
Guinea,Pita,Provincial capital,Pita,11.0799990980598,-12.4010005605755
Guinea,Dalaba,Provincial capital,Dalaba,10.656000010629,-12.2720035659686
Guinea,Mamou,Provincial capital,Mamou,10.3740031130984,-12.0920035146923
Mauritania,Dakhlet Nouadhibou,Other,Nouadhibou,20.9000521289549,-17.0667355475009
Mauritania,Adrar,Provincial capital,Atar,20.5110000461591,-13.0499995052472
Mauritania,Inchiri,Provincial capital,Akjoujt,19.7469990599397,-14.3909994818212
Mauritania,Tagant,Provincial capital,Tidjikdja,18.5580001269226,-11.4309985650614
Mauritania,Brakna,Provincial capital,Aleg,17.0579969967197,-13.9089955586161
Senegal,Thies,Provincial capital,Thies,14.8050000258896,-16.9239954659643
Senegal,Dakar,National and provincial capital,Dakar,14.6870010752737,-17.4519985509518
Mauritania,Trarza,National capital,Nouakchott,18.0839970076728,-15.9779965442509
Senegal,Louga,Provincial capital,Louga,15.750000088236,-16.0832964443429
Mauritania,Trarza,Provincial capital,Rosso,16.5120030247541,-15.7989955178251
Senegal,Saint-Louis,Other,Saint Louis,15.9512129933351,-16.2978385617402
Senegal,Diourbel,Provincial capital,Diourbel,14.6529989823328,-16.2340014198808
Senegal,Fatick,Provincial capital,Fatick,14.3440021019332,-16.4159995208585
Senegal,Kaolack,Provincial capital,Kaolack,14.1429960514081,-16.0959954948668
The Gambia,North Bank,Provincial capital,Kerewan,13.4939971067364,-16.0949964700162
The Gambia,Banjul,National capital and provincial capital enclave,Banjul,13.4639550377603,-16.5967914114441
The Gambia,Banjul,Provincial capital,Bathurst,13.4550000550259,-16.5889974620628
The Gambia,Lower River,Provincial capital,Mansa Konko,13.3773120963746,-15.6785664396738
The Gambia,Western,Provincial capital,Brikama,13.2789961031521,-16.6529964469409
Senegal,Ziguinchor,Provincial capital,Ziguinchor,12.580002062779,-16.2839965155822
Guinea-Bissau,Cacheu,Provincial capital,Cacheu,12.268998031077,-16.1649985401156
Guinea-Bissau,Bolama,Provincial capital,Bolama,11.5830000843961,-15.4860025380231
Guinea-Bissau,Bissau,National capital and provincial capital enclave,Bissau,11.8639981225597,-15.5979985689013
The Gambia,MacCarthy Island,Provincial capital,Georgetown,13.5510030831437,-14.7670015232519
The Gambia,Upper River,Provincial capital,Basse Santa Su,13.3100011215411,-14.2229964993863
Senegal,Kolda,Provincial capital,Kolda,12.8999969871695,-14.9439955638588
Guinea-Bissau,Oio,Provincial capital,Farim,12.4929990289509,-15.2270004223576
Guinea-Bissau,Gabu,Provincial capital,Gabu,12.2799960750679,-14.2340034794948
Guinea-Bissau,Bafata,Provincial capital,Bafata,12.1680000441897,-14.6899975085641
Guinea-Bissau,Quinara,Provincial capital,Fulacunda,11.7729989893291,-15.1949965446016
Senegal,Tambacounda,Provincial capital,Tambacounda,13.7729970951987,-13.6780015522714
Guinea,Koundara,Provincial capital,Koundara,12.4800031007424,-13.2959964256192
Guinea,Mali,Provincial capital,Mali,12.0840030210311,-12.3010014330551
Guinea,Gaoual,Provincial capital,Gaoual,11.7540001413828,-13.2129984273112
Guinea,Tougue,Provincial capital,Tongue,11.4399990351289,-11.6700024769627
Guinea,Labe,Provincial capital,Labe,11.3229991093636,-12.2990035488376
Mauritania,Hodh el Gharbi,Provincial capital,Ayoun El Atrous,16.6609980576414,-9.61700343020587
Mauritania,Hodh ech Chargui,Provincial capital,Nema,16.6159980861932,-7.26100148666967
Mali,Segou,Provincial capital,Segou,13.436001041596,-6.25499951399709
Mali,Bamako,National and provincial capital,Bamako,12.6529560303914,-7.98648251056809
Guinea,Siguiri,Provincial capital,Siguiri,11.4190021374814,-9.17900045359829
Mali,Sikasso,Provincial capital,Sikasso,11.3149981399246,-5.67299646327169
Guinea,Dinguiraye,Provincial capital,Dinguiraye,11.298996035563,-10.726001439467
Mali,Gao,Other,Timbuktu,16.7599979948274,-3.00999552355358
Mali,Gao,Provincial capital,Gao,16.2729991128528,-0.0510024022784137
Mali,Mopti,Provincial capital,Mopti,14.4829981156803,-4.18300145381036
Burkina Faso,Oudalan,Provincial capital,Gorom Gorom,14.4500039837076,-0.233297546424325
Burkina Faso,Soum,Provincial capital,Djibo,14.0990040409282,-1.62700142071722
Burkina Faso,Sourou,Provincial capital,Tougan,13.0689989944549,-3.06999840902913
Burkina Faso,Kossi,Provincial capital,Nouna,12.7289970956664,-3.86000051875044
Burkina Faso,Mouhoun,Provincial capital,Dedougou,12.4550010020911,-3.46400043903915
Burkina Faso,Yatenga,Provincial capital,Ouahigouya,13.569003071723,-2.41700353043854
Burkina Faso,Passore,Provincial capital,Yako,12.9539971183909,-2.26299550106285
Burkina Faso,Oubritenga,Provincial capital,Ziniare,12.5769960521095,-1.29300244166643
Burkina Faso,Kadiogo,National and provincial capital,Ouagadougou,12.4800031007424,-1.6700035079478
Burkina Faso,Sanguie,Provincial capital,Reo,12.3334921430634,-2.46694451298333
Burkina Faso,Boulkiemde,Provincial capital,Koudougou,12.2489999927965,-2.36400242406771
Burkina Faso,Bazega,Provincial capital,Kombissiri,12.063996046633,-1.33399754307814
Burkina Faso,Seno,Provincial capital,Dori,14.0339970950818,-0.0279985188120406
Burkina Faso,Sanmatenga,Provincial capital,Kaya,13.0879980078848,-1.08800045722242
Burkina Faso,Gnagna,Provincial capital,Bogande,12.9690000324183,-0.13799649998893
Burkina Faso,Namentenga,Provincial capital,Boulsa,12.6569971413493,-0.568997532008126
Burkina Faso,Ganzourgou,Provincial capital,Zorgo,12.2429970730587,-0.61100042890439
Burkina Faso,Kouritenga,Provincial capital,Koupela,12.1770000384794,-0.356003514242701
Burkina Faso,Boulgou,Provincial capital,Tenkodogo,11.7739980141797,-0.359000423310931
Burkina Faso,Zoundweogo,Provincial capital,Manga,11.6620019833016,-1.06499640827238
Liberia,Rivercess,Provincial capital,Rivercess,5.46499804553731,-9.57799744237784
Liberia,Sino,Provincial capital,Greenville,5.00799605549983,-9.03699842918175
Cote d'Ivoire,Sassandra,Provincial capital,Sassandra,4.95099901521012,-6.07899539663958
Liberia,Grand Kru,Provincial capital,Barclayville,4.79999699650392,-8.16669851801973
Cote d'Ivoire,San-Pedro,Provincial capital,San Pedro,4.76199913512777,-6.63699553904797
Cote d'Ivoire,Tabou,Provincial capital,Tabou,4.41600308723542,-7.35699541318616
Liberia,Maryland,Provincial capital,Harper,4.38599709369702,-7.71399844118699
Cote d'Ivoire,Tengrela,Provincial capital,Tingrela,10.4810040197234,-6.40899844177153
Cote d'Ivoire,Boundiali,Provincial capital,Boundiali,9.52200006820027,-6.48899953101127
Cote d'Ivoire,Odienne,Provincial capital,Odienne,9.50900413999176,-7.57700047714121
Cote d'Ivoire,Korhogo,Provincial capital,Korhogo,9.44600401448065,-5.64499745555216
Liberia,Lofa,Provincial capital,Voinjama,8.41670111517344,-9.74999652421519
Sierra Leone,Eastern,Provincial capital,Kenema,7.87699800451259,-11.1850014792057
Guinea,Nzerekore,Provincial capital,Nzerekore,7.75500311997782,-8.81800149167859
Guinea,Yomou,Provincial capital,Yomou,7.56299706374232,-9.26000040220504
Liberia,Nimba,Provincial capital,Sanniquellie,7.37100010910807,-8.68499946155166
Liberia,Bong,Provincial capital,Gbarnga,7.00000212804808,-9.4832994183966
Liberia,Margibi,Provincial capital,Kakata,6.52599900879832,-10.3490005386692
Liberia,Montserrado,Provincial capital,Bentol,6.43329903451833,-10.600001519412
Liberia,Grand Bassa,Provincial capital,Buchanan,5.88300298386433,-10.0439994267049
Liberia,Montserrado,National capital,Monrovia,6.30099898607376,-10.7970025344171
Guinea,Dabola,Provincial capital,Dabola,10.7479980032266,-11.1089964893685
Guinea,Kouroussa,Provincial capital,Kouroussa,10.6530031015608,-9.89199854863176
Guinea,Kankan,Provincial capital,Kankan,10.3840021322387,-9.30599939850384
Guinea,Faranah,Provincial capital,Faranah,10.0389960075957,-10.7430024031956
Guinea,Kerouane,Provincial capital,Kerouane,9.26499600223605,-9.01400348183296
Guinea,Kissidougou,Provincial capital,Kissidougou,9.18700206429882,-10.1130024719538
Guinea,Beyla,Provincial capital,Beyla,8.68699798703078,-8.65700045383213
Guinea,Gueckedou,Provincial capital,Gueckedou,8.55399612238751,-10.1510004988136
Guinea,Macenta,Provincial capital,Macenta,8.54199905354598,-9.47099653575285
Cote d'Ivoire,Touba,Provincial capital,Touba,8.28000002881225,-7.68400154924984
Cote d'Ivoire,Biankouma,Provincial capital,Biankouma,7.7333040751643,-7.616699510534
Cote d'Ivoire,Man,Provincial capital,Man,7.40500203656535,-7.54299854968391
Cote d'Ivoire,Danane,Provincial capital,Danane,7.26100212793118,-8.15399946749582
Cote d'Ivoire,Bangolo,Provincial capital,Bangolo,7.01669711249085,-7.48330147801059
Cote d'Ivoire,Duekoue,Provincial capital,Duekoue,6.74199903723323,-7.33599851553865
Cote d'Ivoire,Guiglo,Provincial capital,Guiglo,6.55000208259898,-7.48330147801059
Liberia,Grand Jide,Provincial capital,Zwedru,6.06670209137496,-8.13329944753295
Cote d'Ivoire,Mankono,Provincial capital,Mankono,8.05400098123707,-6.18800345456711
Cote d'Ivoire,Seguela,Provincial capital,Seguela,7.95999600282058,-6.66600250773575
Cote d'Ivoire,Zuenoula,Provincial capital,Zuenoula,7.43499909398616,-6.04999752955308
Cote d'Ivoire,Vavoua,Provincial capital,Vavoua,7.37299799332568,-6.48299644578989
Cote d'Ivoire,Bouafle,Provincial capital,Bouafle,6.97799710394868,-5.74800242825827
Cote d'Ivoire,Daloa,Provincial capital,Daloa,6.88200301194853,-6.4459974437807
Cote d'Ivoire,Sinfra,Provincial capital,Sinfra,6.61799700139594,-5.91200054065663
Cote d'Ivoire,Issia,Provincial capital,Issia,6.48500407287027,-6.58799946819727
Cote d'Ivoire,Gagnoa,Provincial capital,Gagnoa,6.14600103344869,-5.87199552797799
Cote d'Ivoire,Lakota,Provincial capital,Lakota,5.84800203155643,-5.68299548241197
Cote d'Ivoire,Soubre,Provincial capital,Soubre,5.78199606085948,-6.60300254770831
Burkina Faso,Houet,Provincial capital,Bobo Dioulasso,11.1780000103952,-4.29200041013661
Burkina Faso,Kenedougou,Provincial capital,Orodara,10.9739970508018,-4.9079964522017
Burkina Faso,Bougouriba,Provincial capital,Diebougou,10.9520011283037,-3.24800041060425
Burkina Faso,Comoe,Provincial capital,Banfora,10.6270021435425,-4.75800239446372
Burkina Faso,Poni,Provincial capital,Gaoua,10.3249981061301,-3.17400240658588
Cote d'Ivoire,Ferkessedougou,Provincial capital,Ferkessedougou,9.59400002251735,-5.20199952017509
Cote d'Ivoire,Bouna,Provincial capital,Bouna,9.26900103775618,-2.99199553497431
Cote d'Ivoire,Tanda,Provincial capital,Tanda,7.79799610560714,-3.16600143714689
Cote d'Ivoire,Agnibilekrou,Provincial capital,Agnibilekrou,7.12800009780425,-3.20200141430544
Cote d'Ivoire,Yamoussoukro,National and provincial capital,Yamoussoukro,6.81800402707044,-5.28299946878181
Cote d'Ivoire,Dimbokro,Provincial capital,Dimbokro,6.64399812489787,-4.70500145357653
Cote d'Ivoire,Toumodi,Provincial capital,Toumodi,6.55200013230025,-5.01900239434681
Cote d'Ivoire,Oume,Provincial capital,Oume,6.37599601494275,-5.42400246834774
Cote d'Ivoire,Tiassale,Provincial capital,Tiassale,5.8770000641266,-4.82200154482547
Cote d'Ivoire,Divo,Provincial capital,Divo,5.83900203726679,-5.36000348346965
Cote d'Ivoire,Dabakala,Provincial capital,Dabakala,8.3570040435001,-4.41999854537644
Cote d'Ivoire,Katiola,Provincial capital,Katiola,8.14400108961708,-5.1080034778762
Cote d'Ivoire,Bouake,Provincial capital,Bouake,7.68799812443024,-5.03099946318835
Cote d'Ivoire,Beoumi,Provincial capital,Beoumi,7.66899911100034,-5.57600351190456
Cote d'Ivoire,Mbahiakro,Provincial capital,Mbahiakro,7.47000004629406,-4.46100241742209
Cote d'Ivoire,Sakassou,Provincial capital,Sakassou,7.45100103286416,-5.29399751277271
Cote d'Ivoire,Daoukro,Provincial capital,Daoukro,7.05200404408463,-3.95900045593643
Cote d'Ivoire,Abengourou,Provincial capital,Abengourou,6.72699612320586,-3.49000139705743
Cote d'Ivoire,Bongouanou,Provincial capital,Bongouanou,6.65000104463561,-4.200002417539
Cote d'Ivoire,Adzope,Provincial capital,Adzope,6.09800398744861,-3.86399645266931
Cote d'Ivoire,Agboville,Provincial capital,Agboville,5.92700409594553,-4.22199850552079
Burkina Faso,Nahouri,Provincial capital,Po,11.1690000161056,-1.13499847837184
Burkina Faso,Sissili,Provincial capital,Leo,11.0940029872366,-2.09799852929751
Ghana,Upper East,Provincial capital,Bolgatanga,10.7667001389719,-0.866699490732117
Ghana,Upper West,Provincial capital,Wa,10.0549981119574,-2.49599649322639
Ghana,Northern,Provincial capital,Tamale,9.39699900751235,-0.833003542560704
Cote d'Ivoire,Bondoukou,Provincial capital,Bondoukou,8.02800002321879,-2.79199744541739
Ghana,Brong-Ahafo,Provincial capital,Sunyani,7.3359989913165,-2.33600341634815
Ghana,Ashanti,Provincial capital,Kumasi,6.68700004664478,-1.62199752583012
Ghana,Eastern,Provincial capital,Koforidua,6.08699700734012,-0.261998535826223
Ghana,Greater Accra,National and provincial capital,Accra,5.55856201000201,-0.200924474624628
Cote d'Ivoire,Aboisso,Provincial capital,Aboisso,5.4666990520703,-3.20000353008783
Cote d'Ivoire,Abidjan,Provincial capital,Abidjan,5.32485903615609,-4.02189252061808
Cote d'Ivoire,Grand-Lahou,Provincial capital,Grand Lahou,5.1309990664865,-5.02299849374936
Ghana,Central,Provincial capital,Cape Coast,5.10499810846822,-1.2470034453676
Ghana,Western,Provincial capital,Sekondi,4.93000211756261,-1.71199746872648
Chad,Biltine,Provincial capital,Biltine,14.5340010068662,20.9230025667856
Chad,Ouaddai,Provincial capital,Abeche,13.8369960800768,20.8320035990386
Niger,Zinder,Provincial capital,Zinder,13.7970000035158,8.99399748524985
Niger,Maradi,Provincial capital,Maradi,13.4900010073338,7.1010006169725
Chad,Batha,Provincial capital,Ati,13.2139980934234,18.3380045011223
Nigeria,Katsina,Provincial capital,Katsina,12.993003106219,7.60599948752639
Chad,Guera,Provincial capital,Mongo,12.1869990576196,18.698004603675
Nigeria,Kano,Provincial capital,Kano,11.9999970617549,8.49999649320321
Nigeria,Jigawa,Provincial capital,Dutse,11.7991890951698,9.35033460700606
Russia,Taymyrskiy(Dolgano-Nenetskiy) avt.okrug,Other,Noril`sk,69.3299970931391,88.1000016642609
Nigeria,Abia,Provincial capital,Umuahia,5.53200304108488,7.48600248720925
Nigeria,Imo,Provincial capital,Owerri,5.49299705325684,7.02600358810352
Nigeria,Akwa Ibom,Provincial capital,Uyo,5.00799605549983,7.84999852368085
Nigeria,Cross River,Provincial capital,Calabar,4.95700210043152,8.3140024583067
Nigeria,Rivers,Provincial capital,Port Harcourt,4.78500301859415,7.00499758885476
Sao Tome & Principe,Principe,Provincial capital,Santo Antonio,1.64500205055802,7.41200448319088
Sao Tome & Principe,Sao Tome,National and provincial capital,Sao Tome,0.336996040473061,6.72800458621126
Russia,Taymyrskiy(Dolgano-Nenetskiy) avt.okrug,Provincial capital,Dudinka,69.4500031950575,86.2170036496401
Algeria,Annaba,Provincial capital,Annaba,36.9029971476081,7.75600248138196
Algeria,Skikda,Provincial capital,Skikda,36.8810010596263,6.90800447200397
Algeria,Jijel,Provincial capital,Jijel,36.8219970335177,5.76600356013623
Cameroon,Ouest,Provincial capital,Bafoussam,5.48600404478607,10.4130005013623
Cameroon,Sud-Ouest,Provincial capital,Buea,4.15500308735233,9.23100351293354
Cameroon,Littoral,Other,Douala,4.13665210793188,9.7063745201103
Equatorial Guinea,Bioko Norte,National and provincial capital,Malabo,3.74360409121719,8.77256148409364
Equatorial Guinea,Bioko Sur,Provincial capital,Luba,3.44999702564027,8.55000052502214
Cameroon,Sud,Provincial capital,Ebolowa,2.91799800673382,11.1480036204952
Nigeria,Bauchi,Provincial capital,Bauchi,10.3100041282203,9.84500150529735
Nigeria,Plateau,Provincial capital,Jos,9.92400306764929,8.8929994983626
Nigeria,Benue,Provincial capital,Makurdi,7.74700198505516,8.52300054215323
Cameroon,Nord-Ouest,Provincial capital,Bamenda,5.95899903758395,10.1480045675604
Equatorial Guinea,Litoral,Provincial capital,Bata,1.84968001799731,9.81646252439782
Equatorial Guinea,Centro Sur,Provincial capital,Evinayong,1.44999908525428,10.5667025514522
Gabon,Estuaire,National and provincial capital,Libreville,0.390996006210869,9.45399654983922
Benin,Atakora,Provincial capital,Natitingou,10.3130010372886,1.38899751148159
Benin,Borgou,Provincial capital,Parakou,9.33000311356602,2.62600259210012
Togo,Bassar,Provincial capital,Bassar,9.26100006831717,0.789003573778189
Togo,Sotouboua,Provincial capital,Sotouboua,8.55700213305701,0.98499646233131
Nigeria,Osun,Provincial capital,Oshogbo,7.76600099848507,4.56100252275741
Nigeria,Oyo,Other,Ibadan,7.37883907004471,3.8952814543228
Nigeria,Ondo,Provincial capital,Akure,7.24699807327078,5.1939995285511
Nigeria,Ogun,Provincial capital,Abeokuta,7.15899601459203,3.34999856564082
Nigeria,Lagos,Other,Lagos,6.45000312056236,3.30000346993947
Nigeria,Kwara,Provincial capital,Ilorin,8.49200412332829,4.54500058387939
Benin,Zou,Provincial capital,Abomey,7.18399811324333,1.98900055078627
Togo,Kloto,Provincial capital,Kpalime,6.90200105022907,0.632997494701215
Benin,Mono,Provincial capital,Lokossa,6.6150000923277,1.71500445721099
Benin,Oueme,National and provincial capital,Porto Novo,6.60110409849676,2.63250047346253
Ghana,Volta,Provincial capital,Ho,6.59999701281667,0.470997597487781
Benin,Atlantique,Provincial capital,Cotonou,6.35699700151284,2.43999945560233
Togo,Golfe,National and provincial capital,Lome,6.10283710319942,1.20154556554746
