T2s_Id,Conpany_Name,Company_Description,Profile_URL,Address,Location
6316,"Moravske kovarny, a.s.",,http://www.tech2select.com/comp-6316/?setWindowname=1&ShowSupplierInfo=1,"cp. 44, 58601, Jihlava - Hruskove Dvory, Czech Republic","<Point><coordinates>15.5800053,49.3756772</coordinates></Point>"
8241,ROSTRA s.r.o.,"ROSTRA s.r.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Erode, Machining with maching center, Milling , Grinding, Surface Grinding, Drilling, Turning, Bending, Cutting, Grit blasting, Pressing.",http://www.tech2select.com/comp-8241/,"Prikop 2a, 602 00, Brno, Czech Republic","<Point><coordinates>16.6140052,49.2005752</coordinates></Point>"
10705,kwm10,"kwm10&nbsp;manufactures parts and components with technical processes like&nbsp;Planing, Knurling.",http://www.tech2select.com/kwm10/?setWindowname=1&ShowSupplierInfo=1," , , , Austria","<Point><coordinates>14.550072,47.516231</coordinates></Point>"
6706,"Sroubarna Turnov, a.s.",,http://www.tech2select.com/comp-6706/,"Bezrucova 788, 51101, Turnov, Czech Republic","<Point><coordinates>15.1483695,50.589599</coordinates></Point>"
6656,"Strojirna Vehovsky, s.r.o.","Strojirna Vehovsky, s.r.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Milling , Machining with maching center, Drilling, Grinding, Cleaning, Broaching.",http://www.tech2select.com/comp-6656/,"K Rybnickum 360, 747 81, Otice, Czech Republic","<Point><coordinates>17.8745426,49.9110526</coordinates></Point>"
7297,"TREND LAND Kereskedelmi, Kommunikációs és Mérn&ouml;ki Szolgáltatások Kft.",,http://www.tech2select.com/comp-7297/,"Petneházy u. 35. I/5, 1139, Budapest, Hungary","<Point><coordinates>19.0787094,47.5330183</coordinates></Point>"
1269,Hess Form + Licht GmbH,"Hess Form + Licht GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Hand molding, Painting.",http://www.tech2select.com/hess-form--licht-gmbh/,"Schlachthausstr. 19-19/3, 78050, Villingen-Schwenningen, Germany","<Point><coordinates>8.463807,48.0546105</coordinates></Point>"
2252,Wizol AG Leichtmetallgiesserei u. Werkzeugbau,"Wizol AG Leichtmetallgiesserei u. Werkzeugbau&nbsp;manufactures parts and components with technical processes like&nbsp;Ingot mould casting, Melting, Low pressure casting, Die-casting, Sawing, Trimming, Grinding, Drilling, Thread cutting, Milling , Turning, Painting, Powder coating, Anodizing, Grit blasting, .",http://www.tech2select.com/wizol-ag-leichtmetallgiesserei-u-werkzeugbau/,"Rietenbergstrasse 4, 5614, Sarmenstorf, Switzerland","<Point><coordinates>8.2457102,47.3154601</coordinates></Point>"
7694,AGTOS Deutschland GmbH,"AGTOS Deutschland GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Cutting, Bending, Edge Bending.",http://www.tech2select.com/agtos-deutschland-gmbh/,"Gutenbergstr. 14, 48282, Emstetten, Germany","<Point><coordinates>7.543,52.14506</coordinates></Point>"
8276,"Domel d.d., Elektromotorji in gospodinjski aparati","Domel d.d., Elektromotorji in gospodinjski aparati&nbsp;manufactures parts and components with technical processes like&nbsp;Milling , Turning, Drilling, Surface Grinding, Grinding, Machining with maching center, Die sinking, Wire eroding, Erode.",http://www.tech2select.com/comp-8276/?setWindowname=1&ShowSupplierInfo=1,"Otoki 21, 4228, Zelezniki, Slovenia","<Point><coordinates>14.1626233,46.2228681</coordinates></Point>"
7591,"IPM Tools, s.r.o.","IPM Tools, s.r.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Casting, Machining with maching center, Erode, Turning, Milling , Sawing, Drilling, Grinding, Surface Grinding, Ingot mould casting.",http://www.tech2select.com/comp-7591/,"Kamenná 11, 08001, Presov, Slovakia","<Point><coordinates>21.281,48.9979224</coordinates></Point>"
2030,Bildgie&szlig;erei Hermann Noack,,http://www.tech2select.com/bildgiesserei-hermann-noack/,"Fehlerstra&szlig;e 8, 12161, Berlin, Germany","<Point><coordinates>13.323414,52.4767776</coordinates></Point>"
9616,Starlinger GmbH,Starlinger GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Powder coating.,http://www.tech2select.com/starlinger-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Steyrtalsta&szlig;e 100, 4523, Neuzeug, Austria","<Point><coordinates>14.3297444,48.0378923</coordinates></Point>"
5502,"Bahr, v.o.s.",,http://www.tech2select.com/comp-5502/,"Husova 771, 44101, Podborany, Czech Republic","<Point><coordinates>13.4089697,50.2229466</coordinates></Point>"
5456,"Arboli, s.r.o.",,http://www.tech2select.com/comp-5456/,"Chelcickeho 138/6, 46005, Liberec V - Kristianov, Czech Republic","<Point><coordinates>15.0716825,50.7709092</coordinates></Point>"
5674,"Ekomontaze CZ, s.r.o.",,http://www.tech2select.com/comp-5674/,"Palackeho trida 910/121, 61200, Brno - Kralovo Pole, Czech Republic","<Point><coordinates>16.5902029,49.2302878</coordinates></Point>"
1728,Lindenmaier AG,"Lindenmaier AG&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Automatic turning, Grinding.",http://www.tech2select.com/lindenmaier-ag/,"Lindenmaierstra&szlig;e , 88471, Laupheim, Germany","<Point><coordinates>9.83248,48.22951</coordinates></Point>"
8753,FONEKSS METALS Ltd.,"FONEKSS METALS Ltd.&nbsp;manufactures parts and components with technical processes like&nbsp;Ingot casting, Melting.",http://www.tech2select.com/comp-8753/?setWindowname=1&ShowSupplierInfo=1,"Ganibu darnbis 19 b, 1005, Riga, Latvia","<Point><coordinates>24.1166667,56.9958331</coordinates></Point>"
8617,"ALPMETAL & CO., d.o.o. Selca","ALPMETAL & CO., d.o.o. Selca&nbsp;manufactures parts and components with technical processes like&nbsp;Cutting, Trimming, Drilling, Milling , Forming, Turning, Machining with maching center, Die-casting, Injection mold.",http://www.tech2select.com/comp-8617/,"Selca 86, 4227, Selca, Slovenia","<Point><coordinates>14.2025727,46.2242549</coordinates></Point>"
8606,Biribauer Metallbau GmbH,"Biribauer Metallbau GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Coating, Galvanizing, Powder coating, Water-jet cutting.",http://www.tech2select.com/biribauer-metallbau-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Industriestra&szlig;e 12, 7221, Marz, Austria","<Point><coordinates>16.4078608,47.7234903</coordinates></Point>"
3407,Metaldyne Zell GmbH & Co. OHG,"Metaldyne Zell GmbH & Co. OHG&nbsp;manufactures parts and components with technical processes like&nbsp;Forging, Machining with maching center, Cold rolling.",http://www.tech2select.com/metaldyne-zell-gmbh-und-co-ohg/,"Buchenwaldstr. 2, 77736 , Zell a.H., Germany","<Point><coordinates>8.07906,48.34951</coordinates></Point>"
3347,Robert Beck GmbH & Co. KG,"Robert Beck GmbH & Co. KG&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Automatic turning, Milling , Grinding, Surface Grinding, Fine grinding, Face grinding.",http://www.tech2select.com/robert-beck-gmbh-und-co-kg/,"Pferlenstr. 7, 78727, Oberndorf/N.-Beffendorf, Germany","<Point><coordinates>8.53586,48.28048</coordinates></Point>"
6913,BEROHA Csõ- és Acélkereskedelmi Kft.,"BEROHA Csõ- és Acélkereskedelmi Kft.&nbsp;manufactures parts and components with technical processes like&nbsp;Welding, Annealing, Thermal treatments , Galvanizing, Hard plating.",http://www.tech2select.com/comp-6913/?setWindowname=1&ShowSupplierInfo=1,"Révész u. 9., 1138, Budapest, Hungary","<Point><coordinates>19.0617198,47.5267679</coordinates></Point>"
3600,Luvata Hong Kong,"Luvata Hong Kong&nbsp;manufactures parts and components with technical processes like&nbsp;Welding, Casting.",http://www.tech2select.com/comp-3600/?setWindowname=1&ShowSupplierInfo=1,"138 Shatin , 1108, Shatin, N.T., Hong Kong","<Point><coordinates>114.195805,22.3470864</coordinates></Point>"
3472,Holleman Machinefabriek,"Holleman Machinefabriek&nbsp;manufactures parts and components with technical processes like&nbsp;Milling , Turning, Drilling, Carousel turning, Metal cutting processes, Cutting, Metal sheet working.",http://www.tech2select.com/comp-3472/?setWindowname=1&ShowSupplierInfo=1,"Paltrokstraat 35, 1508 , EB Zaandam, Netherlands","<Point><coordinates>4.8171174,52.4581876</coordinates></Point>"
8528,Wolfgang Haumberger - Fertigungstechnik,"Wolfgang Haumberger - Fertigungstechnik&nbsp;manufactures parts and components with technical processes like&nbsp;Milling , Turning, Assembly.",http://www.tech2select.com/wolfgang-haumberger---fertigungstechnik/,"Bachstra&szlig;e 8, 3441, Baumgarten, Austria","<Point><coordinates>16.0318934,48.2839027</coordinates></Point>"
8148,Brand Metallbau AG,"Brand Metallbau AG&nbsp;manufactures parts and components with technical processes like&nbsp;Cutting, Fine grinding, Trimming, Derusting, Descaling, Edge Bending, Pushing, , Machining with maching center, Welding, Electrode welding, Spot-welding, Stud welding, Assembly, Sawing, Milling , Turning, Metal cutting processes.",http://www.tech2select.com/brand-metallbau-ag/?setWindowname=1&ShowSupplierInfo=1,"R&uuml;ttistra&szlig;e 13, 6467, Schattdorf, Switzerland","<Point><coordinates>8.6461971,46.8635795</coordinates></Point>"
9909,Koluszki Foundry and Machinery Sp. z o.o.,"Koluszki Foundry and Machinery Sp. z o.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Hand molding, Welding.",http://www.tech2select.com/comp-9909/?setWindowname=1&ShowSupplierInfo=1,"Ul. 11 Listopada 65, 95040, Koluszki, Poland","<Point><coordinates>19.8366971,51.7426677</coordinates></Point>"
9495,J.JANTSCH & CO.GMBH,"J.JANTSCH & CO.GMBH&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling.",http://www.tech2select.com/jjantsch-und-cogmbh/?setWindowname=1&ShowSupplierInfo=1,"Heizwerkstrasse 4, 1230, Wien, Austria","<Point><coordinates>16.3661895,48.1407206</coordinates></Point>"
7634,FUWK KONWEKTOR Sp. z o.o.,"FUWK KONWEKTOR Sp. z o.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Edge Bending, Cutting, Welding, TIG welding, Bending, Pressing, Milling , Grinding, Hot-dip galvanize, Pushing.",http://www.tech2select.com/comp-7634/,"ul. Wojska Polskiego 6, 87-600, Lipno, Poland","<Point><coordinates>19.2022459,52.8515352</coordinates></Point>"
8535,PSP Slévárna a.s.,"PSP Slévárna a.s.&nbsp;manufactures parts and components with technical processes like&nbsp;Forming, Casting, Melting, , Blasting, Grit blasting, Abrasive cutting, Sawing, Stress relief aneeling, Thermal treatments , Hand molding, Isothermal aneeling, Annealing, Hot bath cure , Grinding, Manual sanding, Angle grinding, Welding, Pressing, Machining with maching center, Milling , , Face grinding, Drilling, Carousel turning, Turning.",http://www.tech2select.com/comp-8535/,"Kojetínská 71, 750 53, Poerov, Czech Republic","<Point><coordinates>17.4396159,49.4428518</coordinates></Point>"
3748,Erbsloeh Group Ltd.,"Erbsloeh Group Ltd.&nbsp;manufactures parts and components with technical processes like&nbsp;Casting, Polishing, Anodizing, Powder coating, Grinding.",http://www.tech2select.com/erbsloeh-group-ltd/,"Jachong Room 404, 10078, Beijing, China","<Point><coordinates>116.407413,39.904214</coordinates></Point>"
1495,Wilh. Stolle GmbH,Wilh. Stolle GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Hand molding.,http://www.tech2select.com/wilh-stolle-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Friesdorfer Str. 135-139, 53175, Bonn, Germany","<Point><coordinates>7.142999,50.6899898</coordinates></Point>"
8091,SVM s.r.o.,"SVM s.r.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Milling , Drilling, Grinding, Machining with maching center, Thermal treatments , Welding.",http://www.tech2select.com/comp-8091/,"Fucikova 350 / 37, 038 61, Sucany, Slovakia","<Point><coordinates>18.993817,49.0965688</coordinates></Point>"
2073,TRUMPF Maschinen Austria GmbH & Co KG,,http://www.tech2select.com/trumpf-maschinen-austria-gmbh-und-co-kg/,"Industriepark 24, 4061, Pasching, Austria","<Point><coordinates>14.1921803,48.2470823</coordinates></Point>"
8288,SAVALLI S.p.A.,"SAVALLI S.p.A.&nbsp;manufactures parts and components with technical processes like&nbsp;Drilling, Grinding, Pressing, Welding, Blasting, Painting, Casting, Milling , Turning.",http://www.tech2select.com/comp-8288/?setWindowname=1&ShowSupplierInfo=1,"Via Cacciamali 4, 25125, Brescia, Italy","<Point><coordinates>10.1861921,45.5190991</coordinates></Point>"
9183,Fortpres CUG S.A.,"Fortpres CUG S.A.&nbsp;manufactures parts and components with technical processes like&nbsp;Flame cutting, Cutting, Sawing, Assembly, Bending, Welding, Grit blasting, Painting, Turning, Milling , Drilling.",http://www.tech2select.com/comp-9183/?setWindowname=1&ShowSupplierInfo=1,"18, Muncii blv. , 400641, Cluj-Napoca, Romania","<Point><coordinates>23.6374168,46.7961071</coordinates></Point>"
6115,"Kowag, s.r.o.",,http://www.tech2select.com/comp-6115/,"cp. 202, 76321, Rokytnice, Czech Republic","<Point><coordinates>17.9188801,49.0698174</coordinates></Point>"
9389,Ute Holzbecher-Mieglitz,"Ute Holzbecher-Mieglitz&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Milling , Grinding, Sawing, Polishing, Shearing, Welding.",http://www.tech2select.com/ute-holzbecher-mieglitz/?setWindowname=1&ShowSupplierInfo=1,"Moosweg 16 D, 40789, Monheim bei D&uuml;sseldorf, Germany","<Point><coordinates>6.8896304,51.1222595</coordinates></Point>"
8888,Jana Ondrová Metallbearbeitung,,http://www.tech2select.com/comp-8888/,"- , 687 25, Hluk, Czech Republic","<Point><coordinates>17.5266882,48.9881193</coordinates></Point>"
1433,Georg R&ouml;th Eisengie&szlig;erei GmbH & Co.,"Georg R&ouml;th Eisengie&szlig;erei GmbH & Co.&nbsp;manufactures parts and components with technical processes like&nbsp;Machine casting, Painting.",http://www.tech2select.com/georg-roeth-eisengiesserei-gmbh-und-co/,"Bahnhofstr. 6, 74821, Mosbach, Germany","<Point><coordinates>9.1084798,49.34526</coordinates></Point>"
8584,"FOCAM Ltd.,","FOCAM Ltd.,&nbsp;manufactures parts and components with technical processes like&nbsp;Melting, Forming, Croning process, Annealing, Hardening, Casting, Dead mould casting.",http://www.tech2select.com/comp-8584/,"Repinská 86, 772 00, Olomouc, Czech Republic","<Point><coordinates>17.2533678,49.5932216</coordinates></Point>"
8013,Thielert Aktiengesellschaft,"Thielert Aktiengesellschaft&nbsp;manufactures parts and components with technical processes like&nbsp;Shaping, Grooving, Gear cutting, Drilling, Milling , Machining with maching center, Turning, Surface Grinding, Grinding, Honing, , Balancing, Thread cutting, Sawing, Straightening, Hardening, Annealing, Welding.",http://www.tech2select.com/thielert-aktiengesellschaft/,"Platanenstra&szlig;e  14, 09350,  Lichtenstein, Germany","<Point><coordinates>12.6293,50.77519</coordinates></Point>"
7882,Heinrich Georg GmbH Mechanische Fertigung,"Heinrich Georg GmbH Mechanische Fertigung&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Milling , Drilling, Edge Bending, Machining with maching center, Welding.",http://www.tech2select.com/heinrich-georg-gmbh-mechanische-fertigung/?setWindowname=1&ShowSupplierInfo=1,"Siegener Str. 73-83, 57203, Kreuztal, Germany","<Point><coordinates>7.9994945,50.9452011</coordinates></Point>"
6385,"OKZ Holding, a.s.",,http://www.tech2select.com/comp-6385/,"Vrchlickeho 88/58, 15000, Praha 5 - Kosire, Czech Republic","<Point><coordinates>14.3816655,50.069809</coordinates></Point>"
1410,Olsberg GmbH Werk K&ouml;nigsh&uuml;tte,"Olsberg GmbH Werk K&ouml;nigsh&uuml;tte&nbsp;manufactures parts and components with technical processes like&nbsp;Machine casting, Painting.",http://www.tech2select.com/olsberg-gmbh-werk-koenigshuette/,"Schulstra&szlig;e 1, 38875, K&ouml;nigsh&uuml;tte, Germany","<Point><coordinates>10.7561947,51.7472443</coordinates></Point>"
9555,YAYKURSAN OTOMATIK YAY SISTEMI,"YAYKURSAN OTOMATIK YAY SISTEMI&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling.",http://www.tech2select.com/comp-9555/?setWindowname=1&ShowSupplierInfo=1,"Demirci Mah. Demirci Cad. No:99 , , Nil&uuml;fer / Bursa, Turkey","<Point><coordinates>28.9389991,40.1761663</coordinates></Point>"
8376,Sundwiger - Pr&auml;zisionsteile in Dreh- und Fr&auml;stechnik,"Sundwiger - Pr&auml;zisionsteile in Dreh- und Fr&auml;stechnik&nbsp;manufactures parts and components with technical processes like&nbsp;Milling , Assembly, Grog, Trimming, Hardening, Welding, Soldering, Flat-die thread rolling, Grinding, Electropolishing, Glass bead blasting, Chromium coating,  Nickel coating, Chromizing, Anodizing, Coating, Turning, Thread cutting, Bending, Metal sheet working.",http://www.tech2select.com/sundwiger---praezisionsteile-in-dreh--und-fraestechnik/,"Stephanopeler Stra&szlig;e 40-44, 58675, Hemer Sundwig, Germany","<Point><coordinates>7.78487,51.37021</coordinates></Point>"
9547,MAKTEL MAKINA VE TEL SANAYILAS,"MAKTEL MAKINA VE TEL SANAYILAS&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling.",http://www.tech2select.com/comp-9547/?setWindowname=1&ShowSupplierInfo=1,"B&uuml;y&uuml;k Bakkalk&ouml;y Mah. Samandra Yolu No:38  , 34858, Maltepe - ISTANBUL, Turkey","<Point><coordinates>29.201876,40.971209</coordinates></Point>"
1815,Uldrian GmbH,,http://www.tech2select.com/uldrian-gmbh/,"Fabrikstra&szlig;e 94, 76337, Waldbronn-Neurod, Germany","<Point><coordinates>8.45364,48.91089</coordinates></Point>"
9584,H&R Spezialfedern GmbH + Co. KG,"H&R Spezialfedern GmbH + Co. KG&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling, Bondering, Powder coating.",http://www.tech2select.com/h-und-r-spezialfedern-gmbh--co-kg/,"Elsper Strasse 36, 57368, Lennestadt, Germany","<Point><coordinates>8.0300077,51.1468243</coordinates></Point>"
3427,CNC-Fertigungstechnik GmbH,,http://www.tech2select.com/cnc-fertigungstechnik-gmbh/,"Feldstra&szlig;e 13, 3300, Amstetten, Austria","<Point><coordinates>14.8418629,48.1076205</coordinates></Point>"
1133,Audio Mobil Elektronik GmbH,,http://www.tech2select.com/audio-mobil-elektronik-gmbh/,"Audio Mobil Str. 5-7, 5282, Ranshofen, Austria","<Point><coordinates>13.0269829,48.2351132</coordinates></Point>"
8370,"MACHINTEC, a.s. - Milan Cernansky","MACHINTEC, a.s. - Milan Cernansky&nbsp;manufactures parts and components with technical processes like&nbsp;Turning, Grit blasting, Milling , Drilling, Grinding.",http://www.tech2select.com/comp-8370/,"Csl. armady 3/1697, SK-036 57, MARTIN, Slovakia","<Point><coordinates>18.9108577,49.0690986</coordinates></Point>"
9499,UR-NA d.o.o.,"UR-NA d.o.o.&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling, Spot-welding.",http://www.tech2select.com/comp-9499/?setWindowname=1&ShowSupplierInfo=1,"Ob Meži 4, 2392, Mežica, Slovenia","<Point><coordinates>14.8555342,46.5220094</coordinates></Point>"
9271,"Fundiciones Goicoechea, S.L.",,http://www.tech2select.com/comp-9271/,"Bº Urberuaga de Ubilla, s/n , 48270, Markina - Vizcaya, Spain","<Point><coordinates>-2.4840857,43.2931423</coordinates></Point>"
9266,"Fundiciones de Odena, S.A. Funosa",,http://www.tech2select.com/comp-9266/?setWindowname=1&ShowSupplierInfo=1,"Ctra. N II 555,2 - Apdo. correos nº 310  , 08711, Òdena - Barcelona, Spain","<Point><coordinates>1.6409088,41.6067262</coordinates></Point>"
9590,Tetley Springs & Metal Co. Ltd,"Tetley Springs & Metal Co. Ltd&nbsp;manufactures parts and components with technical processes like&nbsp;Spooling, Spring coiling.",http://www.tech2select.com/tetley-springs-and-metal-co-ltd/?setWindowname=1&ShowSupplierInfo=1,"Unit 905, Holik Centre, 66a sha Tsui Road , , Hong Kong, China","<Point><coordinates>114.109722,22.373113</coordinates></Point>"
6772,"Tvarpal, s.r.o.",,http://www.tech2select.com/comp-6772/,"Ricni 433/6, 50002, Hradec Kralove, Czech Republic","<Point><coordinates>15.8244931,50.2190222</coordinates></Point>"
7234,SOFÉM Kereskedelmi Szolgáltató és Feldolgozó Kft.,,http://www.tech2select.com/comp-7234/,"Szabó P. u. 18., 4033, Debrecen, Hungary","<Point><coordinates>21.668738,47.5441495</coordinates></Point>"
2068,Regensburger Druckgusswerk Wolf GmbH,"Regensburger Druckgusswerk Wolf GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Grit blasting, Grinding, Erode, Milling , Surface Grinding, Turning, Wire eroding, Polishing, , Welding, Machining with maching center, Drilling, Die-casting, Pressing.",http://www.tech2select.com/regensburger-druckgusswerk-wolf-gmbh/,"Pr&uuml;feninger Schlo&szlig;stra&szlig;e 7, 93051, Regensburg, Germany","<Point><coordinates>12.05539,49.01135</coordinates></Point>"
9716,Manharbhai A. ,Manharbhai A. &nbsp;manufactures parts and components with technical processes like&nbsp;Automatic turning.,http://www.tech2select.com/manharbhai-a-/?setWindowname=1&ShowSupplierInfo=1,"4/5 lati plot, Near, Tarun oil mill , , Morbi (Rajkot) - Gujarat, India","<Point><coordinates>70.8293149,22.814672</coordinates></Point>"
8245,UAB Formateka,"UAB Formateka&nbsp;manufactures parts and components with technical processes like&nbsp;Machining with maching center, Milling , Grinding, Sawing, Turning, Welding, Erode, Injection mold.",http://www.tech2select.com/comp-8245/?setWindowname=1&ShowSupplierInfo=1,"Elektrenu 10, 51218, Kanaus, Lithuania","<Point><coordinates>24.0071803,54.9130914</coordinates></Point>"
1257,Gusswerk Waltenhofen GmbH,"Gusswerk Waltenhofen GmbH&nbsp;manufactures parts and components with technical processes like&nbsp;Hand molding, Painting.",http://www.tech2select.com/gusswerk-waltenhofen-gmbh/,"Heinz-Staab-Str. 1, 87448, Waltenhofen, Germany","<Point><coordinates>10.31884,47.67414</coordinates></Point>"
3069,Edelstahl-Laser-Technik GmbH,,http://www.tech2select.com/edelstahl-laser-technik-gmbh/,"Am Steinbruch 1, 01920, Bischheim, Germany","<Point><coordinates>14.01677,51.24917</coordinates></Point>"
10381,034 Metal Industry d.o.o.,,http://www.tech2select.com/comp-10381/,"Dragoslava Srejovi?a 89 , 34000, Kragujevac, Serbia","<Point><coordinates>20.9421575,44.0191846</coordinates></Point>"
2254,"RUFFINI, S.A.",,http://www.tech2select.com/comp-2254/,"Avenida Bizet, 2, E-08191, Rubi (Barcelona), Spain","<Point><coordinates>2.020724,41.4699974</coordinates></Point>"
8927,BE Group Latvia,,http://www.tech2select.com/comp-8927/?setWindowname=1&ShowSupplierInfo=1,"Piedrujas 7, 1073, Riga, Latvia","<Point><coordinates>24.1730048,56.9387522</coordinates></Point>"
7211,"Roneko Ipari, Szolgáltató és Kereskedelmi Kft.",,http://www.tech2select.com/comp-7211/,"Pozsonyi u. 99/c, 8000, Székesfehérvár, Hungary","<Point><coordinates>18.4581922,47.2054658</coordinates></Point>"
8427,ODLEWNIA ZELIWA KUTNO-MIKODA,,http://www.tech2select.com/comp-8427/?setWindowname=1&ShowSupplierInfo=1,"ul. Skleckowska 18, 99-300, Kutno, Poland","<Point><coordinates>19.3666667,52.2333333</coordinates></Point>"
9347,Baumbach Edelstahlverarbeitungsgesellschaft mbH,,http://www.tech2select.com/baumbach-edelstahlverarbeitungsgesellschaft-mbh/?setWindowname=1&ShowSupplierInfo=1,"Torgauer Stra&szlig;e 1, 04808, Wurzen, Germany","<Point><coordinates>12.7457,51.3702</coordinates></Point>"
2130,voestalpine Gie&szlig;erei Linz GmbH,,http://www.tech2select.com/voestalpine-giesserei-linz-gmbh/,"VOEST-ALPINE-Stra&szlig;e 3, 4020, Linz, Austria","<Point><coordinates>14.3171502,48.2968472</coordinates></Point>"
1043,Impulse Marketing e.U.,,http://www.tech2select.com/impulse-marketing-eu/,"Mayrhansenstrasse 27, 4060, Leonding, Austria","<Point><coordinates>14.2520246,48.2768342</coordinates></Point>"
3568,Tradeflex Kft.,,http://www.tech2select.com/comp-3568/,"Cziráki u. 26-32, 1163, Budapest, Hungary","<Point><coordinates>19.1625416,47.5083933</coordinates></Point>"
7610,Bremer Zahnrad- und Maschinenbautechnik GmbH,,http://www.tech2select.com/bremer-zahnrad--und-maschinenbautechnik-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Bauerland 8, 28259, Bremen, Germany","<Point><coordinates>8.7265731,53.0598482</coordinates></Point>"
7466,Duferco Belgium Legal and Administrative Office,,http://www.tech2select.com/comp-7466/?setWindowname=1&ShowSupplierInfo=1,"Rue des Rivaux, 2, 7100, -, Belgium","<Point><coordinates>4.1801028,50.4820084</coordinates></Point>"
3751,BWT AG,,http://www.tech2select.com/bwt-ag/,"Walter-Simmer-Str. 4, 5310, Mondsee, Austria","<Point><coordinates>13.3317509,47.8632102</coordinates></Point>"
8542,HSL LASERTECHIK GmbH,,http://www.tech2select.com/hsl-lasertechik-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Hesselbachstr. 11-13, 75242, Neuhausen, Germany","<Point><coordinates>8.7681794,48.7921996</coordinates></Point>"
5425,"Alucon, s.r.o.",,http://www.tech2select.com/comp-5425/,"cp. 131, 50781, Lazne Belohrad - Horni Nova Ves, Czech Republic","<Point><coordinates>15.5835278,50.415857</coordinates></Point>"
9063,PUCO    Pulver-Color Beschichtungs-Ges.m.b.H.,,http://www.tech2select.com/puco----pulver-color-beschichtungs-gesmbh/?setWindowname=1&ShowSupplierInfo=1,"Fritz-Pregl Gasse 4, 2700, Wr. Neustadt, Austria","<Point><coordinates>16.2524713,47.8339207</coordinates></Point>"
5800,"Giol anticor, s.r.o.",,http://www.tech2select.com/comp-5800/,"Arm. gen. L. Svobody 753, 74213, Studenka - Butovice, Czech Republic","<Point><coordinates>18.0570317,49.7152979</coordinates></Point>"
2793,GEBR. WINDFUHR,,http://www.tech2select.com/gebr-windfuhr/,"Listerhammer 3, 58540, Meinerzhagen, Germany","<Point><coordinates>7.7084056,51.1057969</coordinates></Point>"
8653,KOVEX,,http://www.tech2select.com/comp-8653/,"- , -, -, Slovakia","<Point><coordinates>19.699024,48.669026</coordinates></Point>"
5364,"AB JET, s.r.o.",,http://www.tech2select.com/comp-5364/?setWindowname=1&ShowSupplierInfo=1,"Severozapadni III 364/26, 14100, Praha 4 - Zabehlice, Czech Republic","<Point><coordinates>14.4749033,50.0449882</coordinates></Point>"
10558,"Jinying (Hong Kong) Industrial Group Co., Ltd",,http://www.tech2select.com/comp-10558/,"UNIT 04, 7/F, BRIGHT WAY TOWER, NO. 33 MONG KOK ROAD -, -, KOWLOON, Hong Kong","<Point><coordinates>114.168288,22.32045</coordinates></Point>"
1658,Harald B&ouml;hl GmbH CNC - Dreh- u. Fr&auml;stechnik,,http://www.tech2select.com/harald-boehl-gmbh-cnc---dreh--u-fraestechnik/?setWindowname=1&ShowSupplierInfo=1,"Willersh&auml;user Stra&szlig;e 16, 35119, Rosenthal, Germany","<Point><coordinates>8.86377,50.98072</coordinates></Point>"
8513,WALVOG GmbH,,http://www.tech2select.com/walvog-gmbh/?setWindowname=1&ShowSupplierInfo=1,"Anger 33, 95119, Naila, Germany","<Point><coordinates>11.7065456,50.3326381</coordinates></Point>"
7902,Royal Recycling Industries,,http://www.tech2select.com/royal-recycling-industries/,"Plot No. 347, G.I.D.C, Phase II, Dared, 361005, Jamnagar, India","<Point><coordinates>70.0593294,22.409956</coordinates></Point>"
8260,SIBO Group,,http://www.tech2select.com/comp-8260/?setWindowname=1&ShowSupplierInfo=1,"Hafnerjevo naselja 126, 4220, Skofja Loka, Slovenia","<Point><coordinates>14.3368011,46.1693799</coordinates></Point>"
1720,mec.com mechanical components GmbH,,http://www.tech2select.com/meccom-mechanical-components-gmbh/,"Alpinstra&szlig;e 39, 8652, Kindberg, Austria","<Point><coordinates>15.3983027,47.514902</coordinates></Point>"
